Tweets,Decision
@vitalyzdtv probably never because as u get older ur more of a dickwad then the previous year i don't even bother with your videos,no
and iÍm all like: bitch if u gon run thru this solo go play single player ya dickwad,no
i hate that the boycott delta guy makes money off being a dickwad to people,no
rt @bobbyflaysdick: @uf0freak god is holding jesus and jesus is holding some dickwad who somehow fell into a cross shaped well,no
@shoahnuffrises how to know an anti-semite: go look in the mirror dickwad,no
@itsbabydash you know onisons a real dickwad when your mom calls him a twat after watching his video about cyr,no
@jamesrea @nigel_farage @lbc oh great... do fuck off with this racist xenophobic mendacious gobshite dickwad.,no
give russia the wrist slap as much as you want but old dickwad's still our soon to be commander in chief...when's that piano dropping?,yes
can i just say if pacifica wasn't a total dickwad and also wasnt like 12 she would be waifu material,no
wassup bitch „ wassup dickwad https://t.co/qxu2qtwo1q,no
@roboplod @eddzdestiny lolol reef thinks you're a dickwad :dddd,no
@shannonwoodward what a dickwad.__,no
pity the people in the vicinity of this drunk dickwad @chintskap when he loses his temper. he has such a classy family,no
@jefftiedrich @smirkingchimp good luck with your fundraisers. count me out dickwad.,no
this guy is generally an insufferable dickwad but this time i actually agree with him. https://t.co/jorjhamoln,no
episode 12 made me realize that yuuri is a dickwad.,no
"rt @littlesenpaism: @septiplier_door @madisonisapony1 @iamwhale2 ""says the one that hacked my profile. and still is. dickwad.""",no
@realdonaldtrump you &amp; putin had the hacking done you communist dickwad! the american ppl didn't choose you. we choƒ https://t.co/o3ksqps0kf,yes
@dloindustries dickwad! you just made my morning thank you :),no
@heathereshields still hard to believe this teenage dickwad is the president-elect ain't it?,yes
rt @hijadepavlov: clarke griffin white savior princess» queen of nasty dreadlocks and entitlement manipulative dickwad she can choke httpsƒ,no
@michael5sos tweet about carrie dickwad,no
@northummam i am exactly the same absolute dickwad imo,no
rt @taebyeols: i've never been this honored to be called a dickwad _______ https://t.co/drukrdpumu,no
@ge0rgia_may it was ur ipad u dickwad,no
@butternwhiskey because i can't fecking walk without my knee feeling like it's going to go sideways again you dickwad! :p,no
no actually fuck u u dickwad. i'm two seats away. didn't call you a fucking fascist pig even though you're davao popo. isa na lang gago,no
"@peachpixxie i personally believe this particular vid is a ""prank"" and that this guy is a dickwad. but this typa stuff does happen",no
@raknrolp dude tangina you should watch the people debunking his vids. fuck all those people who actually believe this dickwad.,no
rt @robpumphrey: dickwad farage getting a new job is not news. please we don't want to hear him. #r4today,no
"customer comes in a 8:55 5 mins till close n says ""hahaha we got here before 9! u gotta serve us!!"" ok dickwad i know don't remind me",no
rt @xoxodianam: ladies!! can you marry a dickwad who tweets double standard shit like this? https://t.co/hgyeolaug5,no
some about dickwad in a ford escort nearly clipped me as they drove down the hill toward my work wtf no one is that keen to get to work,no
"@eliasfierysoul ""yeah that's henry. he's a dickwad.""",no
@stevendurack @nine_earths @iaindale @lbc @nigel_farage then i call you facist. get your head out of your ass dickwad,no
@mattflyziik @chemicalmegan we don't need shitheads like you in the fucking fandom. i fucking hate being a dickwadƒ https://t.co/dbmi79kxnk,no
it's holofernes you dickwad https://t.co/gdb9dqudg9,no
u never ask me how i am or 2 go 2 1 of ur shows but yet u only call me when u need somethinghmm?i hope u slip on the ice outside dickwad,no
.@jononomo i was asleep dickwad. and i owe you nothing especially now. goodbye!,no
@benfaught @southlonestar @vjboodie and egypt owns the sinai peninsular dickwad. don't get your dreadlocks in a knot.,no
rt @305miami6924: it's funny how life is... my dad was a total dickwad when i was growing up getting older made him softer &amp; made me moreƒ,no
rt @onetreebrulian: @sebandsoph ur a dickwad,no
hi i love you and you're worth so much „ thank you im rly not im a class a dickwad but i lov... https://t.co/vgqfjuegrn,no
@mr_king91 i ain't talking about the past seasons dickwad your shit scrub ass team is the only team that this years browns beat lol,no
@gavvallance guy branston....pfft. the man's a complete dickwad.,no
ok so i blocked my ex on insta cause he was the biggest dickwad. but i got over it &amp; unblocked him then this hoe goes and blocks me k?! ___,no
@wallyjarnagin they are proud. dickwad.,no
@mattlasner your twitter is going to blow up...great gimmick to get likes n followers. be a total dickwad and harass people in public,no
happy birthday t__ love you dickwad__ @tvl1738 https://t.co/xcszvv8wbz,no
when you run out of ways to be a giant dickwad so you resort to telling a band members girlfriends dog to die,no
see? we all knew this dickwad was a stone cold racist. https://t.co/wwrsufczhk,no
@annedeacetis @pr_twit @jennife60819407 @rezaaslan right! what this tape does is show that he is even more of a fucking dickwad!,no
literal trash. always thought this guy was a huge fucking dickwad. https://t.co/xvgnsgwrfz,no
youve heard it all before dude have you ever seen a methlab? youre snorting something made out of drain cleaner so good for you dickwad.,no
sorry folks but i for one can not let liberals like professor dickwad get away with this shit... they want it they are about to get it,yes
@stevebrookstein @churchillslion steve - dickwad? __ have you watched terminator 2 this xmas __,no
tweet,
@isadelrey1 that goes for any creed or race. one dumb fuck white racist doesn't represent the whole as one idiot black doesn't represent all,no
@realdonaldtrump talk to your fucking intelligence people and get off of twitter you dumb fuck.,yes
.@realdonaldtrump you are not the president yet so you can't take credit for that you dumb fuck,yes
@pjbrocksam @benreclused says the retarded dumb fuck whit president goat fucker of canada.,yes
@realdonaldtrump it's spelt received you dumb fuck tard. i after e except after c. easy to remember. but then again you have shit for brains,yes
@realdonaldtrump and again trump here dumb fuck he's stupid ass hat,yes
@realdonaldtrump have you ever heard of the cold war you dumb fuck?,yes
@johnkerry you are one dumb fuck just like your boss obama the poet. good riddance soon loser.,yes
@realdonaldtrump you're just a dumb fuck.,yes
rt @iniminimineymo: i've decided that worse than trump being peotus is having to listen to dumb fuck @kellyannepolls excuse the corruptionƒ,yes
rt @runn4urlives: looks like the douche doesn't spill far from the bag in the drumpf family https://t.co/ingjfhh6up,no
@michaelharrisdr @drmartyfox @barackobama is a douche' bag,yes
@realdonaldtrump @franklin_graham wow! he tweets about ppl calling him to congratulate him? what a douche!,yes
"douche-bag #libtards calling for assassination. and um aren't you the ""tolerant party"" ? ______ https://t.co/mpve3evvew",yes
@realdonaldtrump who gives a fuck. stop tweeting and start leading you douche.,yes
@sheriffclarke @realdonaldtrump you sir are an inflammatory douche.,yes
@realdonaldtrump if you wern't such a douche you wouldn't have any enemies! so much for untiy on new years eve i guess...,yes
@keitholbermann @realdonaldtrump got to remember he is a egotistic douche,yes
@mosalahshoor @smshow @politicususa the american people need to be prepared to get violently gang banged by this douche republican congress,yes
"@kellyscaletta @realdonaldtrump after reading your profile i noticed you left out ""noted douche bag"".",yes
@realdonaldtrump douche. thanks for gloating. do wake up every morning and ask yourself how you can lower your bar?,yes
@peter_quinn1 @jennajameson you classless prick.... are you kidding me?you win douche bag of the week.geezus you fuckin tool.get a life bum,no
"barrack is so smart said jarrett that ñheÍs been bored to death his whole life"". what a douche bag!",no
@realdonaldtrump srsly you're a douche. i can't even believe you are really supposed to be our leader.,yes
@benshapiro why does bernie douche support doing to children what nazis did to his people?,yes
@berniesanders you're the douche who divided the party and gave the presidency to trump. you should skulk away.,yes
@laurenduca ur a cocky bitch ego wishes you could be ass beautiful ass ivanka trump ur a liberal douche who is pissed cause clinton lost,yes
@amygallop66 @normsmusic @amazinmikey he and trump make the same goofy-douche face.,no
@realdonaldtrump bite me dickwad,yes
clinton beat trump by 2.1% of the vote. yet he will become president. we do not have to accept that. let's wish him i'll will. dickwad.,yes
@ahorvet @mmpadellan this fn dickwad @ahor has pic of kkk bldg. why dont u &amp; the other dumbass trumpies move on...move on out our country.,yes
@realdonaldtrump i thought you were draining the swamp dickwad? no tweet about the secret republican vite last night,yes
@realdonaldtrump stop acting like a little bitch everytime someone says something bad about you fucking dickwad,yes
@gideonresnick trump is such a dickwad cares more for his t.v. show instead of learning what's important. nmp &amp; putin &amp; him won by cheating,yes
@realdonaldtrump only because you used that money to pay your own fuc king bills you dickwad,yes
@conserv_tribune oh come on!!! dickwad 18 year olds who wanted to become facebook celebrities used trump to get there!,yes
smart move.....dickwad_ trump plans to bring private security force to the white house https://t.co/ll4ydthxtd,yes
@realdonaldtrump how are u a jr high dickwad and president. a true leader doesn't taunt citizens who don't support him. pathetic. sad!,yes
"was lectured to ""give trump a chance"" by this gem of a dickwad today. he also believes blacks should just deal w/ bƒ https://t.co/sio9feom07",no
@americavoice @cindymannings @americansr4dt obama is still potus dickwad. and the new sheriff cant shoot straight. yeeha!,no
@countermoonbat how about the current dickwad that is the president,yes
@sweety16a the dickwad is already crying and pouting--and doing everything he can to make trouble for trump. fuckinƒ https://t.co/4wh7clqsxv,yes
@realdonaldtrump wrong dickwad it was found out that you &amp; puting did this with communist wiki leaks. impeach you &amp; fellow crooks,yes
@realdonaldtrump they got yours dickwad,yes
rt @buffaloon: dickwad 1 and dickwad 2 backpedal on selling access to big-daddy trump https://t.co/2k093vevby,no
@realdonaldtrump keep licking putin's ass you dickwad. you are a treasonous asshole and you will be outed prosecuted and punished. soon.,yes
@donaldjtrumpjr you really are a dickwad. just saying. i hope you meet your end on safari.,yes
rt @colavitavirago: if you banish your queer child &amp; pack guns in church i'm not surprised you think trump can put rock back in the mountaƒ,yes
,
it's hugely terrific that @realdonaldtrump is more worried about meryl streep than he is his security briefing. #twatwaffle,yes
"listening to @jrsbbq podcast with @thejimcornette very entertaining. ""cheeto faced twatwaffle"" is the best description of trump ever!",yes
rt @gracieinohio: his whole life will be about revenge now. cheeto twatwaffle as my friend calls him. https://t.co/ygdycjppqx,yes
rt @rev_xavier: republicans have no real plan to replace the aca. and the incoming twatwaffle-in-chief believes assange over intelligence aƒ,yes
